date_time,temperature,humidity,wind_speed,holiday,working_day,weather_condition,rentals
2023-01-02 02:00:00,10.990213464750791,81.7225590593588,21.924628949421894,1,0,Clear,0
2023-01-02 03:00:00,20.42703315240835,80.67296391210422,29.4389127149174,0,0,Clear,151
2023-01-02 04:00:00,22.772437065861276,49.14602839459534,7.6959018733274345,0,1,Cloudy,409
2023-01-02 05:00:00,6.3935123815999315,79.73492844904064,19.625238044222233,0,1,Clear,72
2023-01-02 06:00:00,23.22634555704315,32.220458082929554,5.942928982792203,0,1,Clear,603
2023-01-02 07:00:00,10.115723710618745,65.77619270892318,16.959907637148298,0,1,Clear,191
2023-01-02 08:00:00,6.9515477895583855,43.80053023726218,13.917974600650085,0,0,Clear,94
2023-01-02 09:00:00,33.466566117599996,37.23401314663673,29.16015988894611,0,1,Cloudy,641
2023-01-02 10:00:00,33.96896099223678,34.61719209775255,18.255818180893996,0,0,Clear,523
2023-01-02 11:00:00,29.251920443493834,71.77732655268838,10.485191162604563,0,1,Clear,436
2023-01-02 12:00:00,14.13841307520112,50.39249782608397,3.422873546638001,0,1,Cloudy,401
2023-01-02 13:00:00,7.930163420191516,73.48600629172569,4.537404862048037,1,0,Rainy,0
2023-01-02 14:00:00,25.526990795364707,33.92138044793654,6.759507898537053,0,1,Cloudy,594
2023-01-02 15:00:00,18.20457481218804,48.91742026983662,7.5289998402089395,0,1,Rainy,357
2023-01-02 16:00:00,8.661147045343364,62.36947754252023,25.518481735234133,0,1,Cloudy,174
2023-01-02 17:00:00,19.855307303338105,77.44338989033781,16.83668364847575,1,0,Clear,61
2023-01-02 18:00:00,6.031655633456552,49.1251501759242,15.701727341230994,0,1,Clear,82
2023-01-02 19:00:00,32.27961206236346,67.55348258622054,3.443066156076524,0,1,Cloudy,575
2023-01-02 20:00:00,12.763399448000508,83.15866489417122,25.80419080048305,0,1,Cloudy,97
2023-01-02 21:00:00,24.87566853061946,66.95179129093827,21.68442909625451,0,1,Cloudy,433
2023-01-02 22:00:00,14.351332282682328,43.97756848521803,2.0300508570000475,0,1,Clear,335
2023-01-02 23:00:00,20.602040635334326,31.464046893392283,21.23505291689306,0,1,Clear,329
2023-01-03 00:00:00,21.40130838029839,82.2059324340558,16.30614652027938,0,1,Clear,275
2023-01-03 01:00:00,10.545633665765811,31.27616465102323,2.4517603724033474,0,1,Clear,409
2023-01-03 02:00:00,34.08753883293676,82.48210036105196,13.749019245859694,0,1,Clear,373
2023-01-03 03:00:00,28.253984700833435,61.73622804163272,14.540888613901409,0,1,Cloudy,423
2023-01-03 04:00:00,33.18496824692567,86.34406191077377,4.973236204898273,0,1,Clear,589
2023-01-03 05:00:00,31.844820512829465,77.92699414641993,28.37094441000847,0,1,Clear,388
2023-01-03 06:00:00,22.936999364332554,89.87604663200025,25.499261144419858,0,1,Clear,255
2023-01-03 07:00:00,32.6562270506935,51.04270892710261,20.07067011987325,1,0,Cloudy,342
2023-01-03 08:00:00,7.654775061557585,76.03129733586762,13.868866830018217,0,1,Clear,0
2023-01-03 09:00:00,10.879485872574357,54.11585481655453,12.352966247535255,0,0,Clear,147
2023-01-03 10:00:00,6.356818667316142,58.79253721823453,19.529204014528624,0,1,Clear,130
2023-01-03 11:00:00,14.759909922897931,67.6503277931022,16.362956082207162,1,0,Clear,14
2023-01-03 12:00:00,16.66031869068446,82.42062685118033,1.8681931764565685,0,1,Rainy,226
2023-01-03 13:00:00,13.140470953216877,89.0450081519577,15.375079463109952,0,1,Rainy,119
2023-01-03 14:00:00,29.86212527455788,76.0964048318711,24.192108516985186,0,1,Clear,387
2023-01-03 15:00:00,15.702599800807679,55.066006930040025,13.777196327908742,0,1,Clear,256
2023-01-03 16:00:00,13.428035290621423,55.28142013662421,1.5586973266280524,0,1,Cloudy,345
2023-01-03 17:00:00,21.280882494747456,74.25493809533349,23.588345981520995,0,0,Clear,80
2023-01-03 18:00:00,9.22772674924288,44.32662874609814,6.040913464079232,0,0,Clear,96
2023-01-03 19:00:00,29.06590942262119,36.62844678788368,7.758625046641163,1,0,Clear,467
2023-01-03 20:00:00,7.236519310393125,51.277329458446594,4.941190602968877,0,1,Rainy,263
2023-01-03 21:00:00,34.60660809801552,47.2343394992449,9.906451946144927,0,1,Clear,650
2023-01-03 22:00:00,28.167343078899723,47.778487227359406,22.70254517065905,0,1,Clear,446
2023-01-03 23:00:00,10.961470446025173,44.0164650629946,15.58157578511812,0,1,Cloudy,262
2023-01-04 00:00:00,5.165663513708072,32.525591378181716,6.1464382245213764,0,1,Clear,283
2023-01-04 01:00:00,29.463842853645026,31.072436084004828,26.334902344561225,0,1,Clear,528
2023-01-04 02:00:00,26.205720315428515,89.2633433841619,26.387455648545874,0,1,Rainy,231
2023-01-04 03:00:00,26.87021504122962,55.66638802415174,26.117352751380206,1,0,Clear,279
2023-01-04 04:00:00,28.138110400578373,53.0595988295809,7.163886341446179,1,0,Cloudy,407
2023-01-04 05:00:00,7.221339552022711,70.77883696158419,13.537180325429643,0,1,Clear,93
2023-01-04 06:00:00,15.753971856328178,43.09523327190385,29.54968968422625,0,1,Clear,370
2023-01-04 07:00:00,8.476071785753891,86.99767103701352,23.16037428929971,1,0,Clear,0
2023-01-04 08:00:00,30.893102776267806,77.18070086493313,0.8150226367667945,0,1,Clear,508
2023-01-04 09:00:00,23.698943804826737,35.36466013873557,1.9561377378147615,1,0,Clear,333
2023-01-04 10:00:00,14.926940745579476,55.0548465470957,13.917941304369982,0,1,Cloudy,322
2023-01-04 11:00:00,6.906750508580709,82.74709845372988,27.276606175846805,0,1,Clear,0
2023-01-04 12:00:00,14.329469651469866,86.68392133748462,16.161053938581425,0,1,Clear,199
2023-01-04 13:00:00,14.75549966080241,58.044090674992184,14.934375241028707,0,0,Clear,143
2023-01-04 14:00:00,26.88818535014192,66.80468335264246,3.1642109986989175,0,0,Cloudy,391
2023-01-04 15:00:00,24.126724140656393,40.02203676552451,19.70340314172882,0,1,Clear,489
2023-01-04 16:00:00,31.616382277289794,89.4701175682186,24.663094818006766,0,1,Clear,345
2023-01-04 17:00:00,19.166447754858478,43.9003020830066,11.41260022522687,0,0,Clear,325
2023-01-04 18:00:00,8.58782737814905,86.56390644810755,23.268355527759823,0,1,Clear,0
2023-01-04 19:00:00,26.39734361668985,68.9787989395421,28.934299617024347,1,0,Clear,164
2023-01-04 20:00:00,27.823551458506923,66.46420769273155,6.112993773830673,0,1,Cloudy,464
2023-01-04 21:00:00,21.83831592708489,60.76131066099052,15.699888935842239,0,1,Clear,389
2023-01-04 22:00:00,28.12901539863683,43.84018870306552,8.614138742537266,0,1,Clear,581
2023-01-04 23:00:00,19.81386789093172,40.591681920330494,23.78563257101518,0,1,Clear,463
2023-01-05 00:00:00,20.681984881459822,43.22917254421052,17.327800976434727,1,0,Cloudy,288
2023-01-05 01:00:00,17.826230550756488,41.186295728655274,19.037472526509113,0,0,Clear,252
2023-01-05 02:00:00,5.762573802322856,76.7750684140052,23.93742478847682,0,1,Clear,74
2023-01-05 03:00:00,8.236742809799134,51.0075155500038,11.879114179873646,0,0,Clear,74
2023-01-05 04:00:00,5.942875570602028,33.47056059380378,27.452702052211297,0,1,Clear,269
2023-01-05 05:00:00,24.092312337913413,88.14615780844868,15.9908660173842,0,1,Clear,304
2023-01-05 06:00:00,14.4306794322898,83.02715309780554,4.73864468506044,1,0,Clear,0
2023-01-05 07:00:00,20.257120734941083,85.66513699171279,20.876973545064075,0,0,Clear,118
2023-01-05 08:00:00,32.22699421778279,89.69446935878612,23.797840513147634,0,1,Clear,340
2023-01-05 09:00:00,12.478766874466249,40.433714953169236,9.5028503120258,0,1,Clear,319
2023-01-05 10:00:00,17.31148769106889,53.77452113415953,25.71537770996259,0,1,Clear,381
2023-01-05 11:00:00,27.666534156291462,75.49430854224548,27.184297642972993,0,0,Clear,223
2023-01-05 12:00:00,11.863944964748674,71.76123708322753,8.307134621334267,0,1,Cloudy,154
2023-01-05 13:00:00,7.30939729486379,39.233754380391304,29.505644181456663,0,1,Rainy,229
2023-01-05 14:00:00,13.692543587413041,78.94998749943707,4.221345841462752,0,1,Rainy,232
2023-01-05 15:00:00,9.836638617620132,43.46643431019964,6.060470052074699,0,1,Cloudy,305
2023-01-05 16:00:00,32.890929570277194,43.42905688935738,5.526745177140784,0,0,Cloudy,618
2023-01-05 17:00:00,29.243611386932507,62.218465373604815,26.819691300236112,0,0,Cloudy,374
2023-01-05 18:00:00,24.002112695312704,65.57639609050219,19.628776569748855,0,1,Clear,264
2023-01-05 19:00:00,31.14381770563153,64.80517247026867,4.563128496668186,1,0,Cloudy,303
2023-01-05 20:00:00,29.110162306973432,35.489210243865294,13.20970255105047,0,1,Clear,591
2023-01-05 21:00:00,10.597101766581075,82.64765175782283,18.458940752094062,0,1,Clear,114
2023-01-05 22:00:00,31.776769954699333,45.93600255532236,2.5039225496814987,0,0,Cloudy,408
2023-01-05 23:00:00,21.18026725746952,37.77089527696825,26.47249105222016,0,1,Clear,577
2023-01-06 00:00:00,29.223204654921876,83.32488479213863,24.108106063246055,0,1,Clear,376
2023-01-06 01:00:00,31.8827389977048,87.3390898937852,15.156203207299146,0,1,Rainy,404
2023-01-06 02:00:00,14.540104249155917,81.72765703592704,29.013798457775113,0,1,Clear,182
2023-01-06 03:00:00,8.301557735830302,78.57096448349269,12.532829378252991,0,1,Clear,211
2023-01-06 04:00:00,11.838054876258251,69.3145188383413,29.523309571094934,0,1,Rainy,186
2023-01-06 05:00:00,17.813233658787688,63.05144223654836,20.03759996410881,0,1,Cloudy,339
2023-01-06 06:00:00,29.540442977674793,35.21920559468461,19.040138197618244,0,1,Clear,616
2023-01-06 07:00:00,30.821917497690304,54.50719278424192,4.9786468588735495,0,1,Clear,568
2023-01-06 08:00:00,5.208563915935721,52.36131102073884,26.45783274913932,1,0,Clear,0
2023-01-06 09:00:00,20.322419077326973,45.585227025619574,12.824690637618454,0,0,Cloudy,297
2023-01-06 10:00:00,17.52233009446337,73.40520682131509,4.867002173474381,0,1,Clear,247
2023-01-06 11:00:00,11.663234314121908,59.75254410472625,0.3782255992727712,0,1,Clear,208
2023-01-06 12:00:00,8.595961020010485,34.862772954458876,16.792670509151478,1,0,Clear,100
2023-01-06 13:00:00,15.12845514210884,43.21099211698868,15.82198866368029,0,1,Clear,279
2023-01-06 14:00:00,33.287291117375574,70.99552581957576,21.580608671074756,0,1,Rainy,489
2023-01-06 15:00:00,14.696087960622657,34.56785156941801,26.707741590534063,0,0,Clear,266
2023-01-06 16:00:00,20.563718652300985,81.07241484292612,2.3821975392908854,0,1,Cloudy,303
2023-01-06 17:00:00,26.090568766855334,59.70879162083846,21.94489471021087,0,1,Clear,401
2023-01-06 18:00:00,15.908888071378819,58.83519463959888,5.622358322927466,0,1,Cloudy,481
2023-01-06 19:00:00,34.15346248162882,65.54446707957105,25.74531159471492,0,1,Rainy,575
2023-01-06 20:00:00,33.873418848263334,79.48085795550895,24.571905415849685,0,1,Clear,375
2023-01-06 21:00:00,12.553468874760924,50.86855247413158,16.22381264956633,1,0,Clear,97
2023-01-06 22:00:00,19.917455176771565,70.68096915354381,21.307283958699344,0,0,Clear,151
2023-01-06 23:00:00,14.02634929450309,63.94391783974746,9.430503395512451,0,1,Cloudy,212
2023-01-07 00:00:00,13.545214831324028,46.02169621016528,14.135036967984439,0,1,Clear,264
2023-01-07 01:00:00,6.106608420635984,82.71779918130947,24.64910693131415,0,1,Cloudy,26
2023-01-07 02:00:00,23.286930019396905,77.84556129641568,13.777955915196417,1,0,Cloudy,85
2023-01-07 03:00:00,20.080370696865845,69.50711007950552,10.733947959763254,0,1,Cloudy,370
2023-01-07 04:00:00,6.544362537499681,81.03490374565452,14.826373417508997,0,1,Cloudy,98
2023-01-07 05:00:00,13.359393927098344,82.03765205758815,24.84747757311655,0,1,Clear,184
2023-01-07 06:00:00,32.24797657899961,72.50177860290209,10.056241421126181,0,0,Clear,348
2023-01-07 07:00:00,12.186856720009173,80.22079970182033,5.212847794072314,0,0,Clear,90
2023-01-07 08:00:00,9.346846162736693,71.84828770015702,21.360420609923423,0,1,Rainy,149
2023-01-07 09:00:00,19.68358280832689,70.80844630561802,24.779346381242455,0,1,Cloudy,243
2023-01-07 10:00:00,34.569513623318024,67.11668269291106,3.019124355706,0,1,Cloudy,535
2023-01-07 11:00:00,12.261658145345013,75.16299837345848,7.196223382678342,0,0,Clear,167
2023-01-07 12:00:00,25.164066422176358,39.51630631758442,4.259159692829817,1,0,Clear,378
2023-01-07 13:00:00,27.848588459861528,82.85224555193571,10.438242347465,0,1,Cloudy,404
2023-01-07 14:00:00,12.12912631977199,82.31061166471392,13.510529367162379,0,1,Clear,89
2023-01-07 15:00:00,26.846490458355788,31.75483698207355,22.464790108899194,0,1,Clear,516
2023-01-07 16:00:00,16.033493981577596,79.54900503388576,19.534427546450225,0,1,Cloudy,156
2023-01-07 17:00:00,23.969174917807383,37.73219204840671,18.627857024352934,0,0,Clear,409
2023-01-07 18:00:00,24.00589132282684,50.107131255548516,10.571248398289633,0,1,Clear,425
2023-01-07 19:00:00,21.073240522242756,74.61049537749646,25.243426592542797,0,1,Clear,267
2023-01-07 20:00:00,7.7086931016322495,39.64559376289849,14.138615021944936,0,1,Clear,191
2023-01-07 21:00:00,30.05907486767714,79.07802144714373,29.373148140454635,0,1,Rainy,311
2023-01-07 22:00:00,14.623401949152075,79.92805067746451,19.024264148872106,1,0,Clear,0
2023-01-07 23:00:00,10.595555311995627,60.44806402565017,3.7879422469350823,0,0,Clear,176
2023-01-08 00:00:00,6.2232542466429175,30.383152303010014,20.28532686226302,0,1,Clear,261
2023-01-08 01:00:00,22.726788295647253,47.22228799049476,9.75312046295097,0,0,Cloudy,325
2023-01-08 02:00:00,25.326930855268472,67.01561510254453,20.589815900582924,0,0,Clear,232
2023-01-08 03:00:00,5.497634867835685,88.87117068164541,2.0892344448721722,0,1,Clear,13
2023-01-08 04:00:00,20.36279174897843,67.9088116210001,5.246443115278781,0,1,Clear,382
2023-01-08 05:00:00,11.794873255938139,45.588214863849586,25.67211776717359,0,1,Clear,318
2023-01-08 06:00:00,24.355183712283495,68.04034218597668,6.815386710705447,0,1,Clear,380
2023-01-08 07:00:00,10.230992870149743,62.39912278295133,25.1112337572882,0,1,Cloudy,108
2023-01-08 08:00:00,25.728132143073978,76.79072370906862,8.378282653632313,0,1,Cloudy,390
2023-01-08 09:00:00,16.602060389016124,36.41883832961751,19.286457301761228,1,0,Clear,168
2023-01-08 10:00:00,33.101899662102035,75.66167415012168,20.82451720529493,0,1,Clear,430
2023-01-08 11:00:00,9.125628324379797,62.47599472056662,15.379642594351587,0,1,Rainy,245
2023-01-08 12:00:00,15.231990531507755,87.77952023153968,9.159320300901939,0,1,Clear,203
2023-01-08 13:00:00,8.404205637217672,50.51232996232117,6.379331291132884,0,1,Cloudy,262
2023-01-08 14:00:00,32.74080854835688,67.95731358803688,0.9956806368727866,0,1,Clear,485
2023-01-08 15:00:00,31.32018060142943,85.92168633060105,9.118392037221714,0,1,Rainy,423
2023-01-08 16:00:00,12.73824883145467,36.15058367944076,19.59488371593849,0,0,Cloudy,305
2023-01-08 17:00:00,24.79952138102537,86.23370923418707,28.14914455345448,0,1,Rainy,238
2023-01-08 18:00:00,29.516666006036473,71.2731433380488,26.136134467891562,0,0,Cloudy,376
2023-01-08 19:00:00,21.65602434798387,34.07022354631032,22.98194329605908,0,1,Clear,550
2023-01-08 20:00:00,20.889517350680194,48.057814016808976,23.65342029759896,0,1,Rainy,485
2023-01-08 21:00:00,12.25556872701355,72.4903253187169,19.94954710427986,0,1,Clear,177
2023-01-08 22:00:00,7.793083034176976,34.041036088126305,7.80860572698009,0,1,Clear,353
2023-01-08 23:00:00,31.916472738599804,64.9302276105764,27.215850921174894,1,0,Cloudy,343
2023-01-09 00:00:00,32.01254171489991,50.752983417177404,20.121969357175022,1,0,Cloudy,388
2023-01-09 01:00:00,23.993043718198038,67.25493106604863,16.8132189294132,0,1,Rainy,348
2023-01-09 02:00:00,15.170893731461021,32.74452202875077,3.3296840764044324,0,1,Clear,431
2023-01-09 03:00:00,15.476287238379827,82.29220836914257,13.411666314192763,0,0,Cloudy,92
2023-01-09 04:00:00,26.778670366107182,88.40933815064382,13.81074813605779,1,0,Cloudy,54
2023-01-09 05:00:00,31.913307798577314,88.13267131714149,25.9369082856801,1,0,Clear,153
2023-01-09 06:00:00,31.61259272795352,74.97910990457548,16.399446605633653,0,1,Clear,505
2023-01-09 07:00:00,28.396266375728715,37.80517440783792,11.41201646911229,0,1,Clear,493
2023-01-09 08:00:00,24.26094938462863,75.49579175574135,29.30400985531978,0,1,Clear,375
2023-01-09 09:00:00,7.524198949851465,31.47521498752809,3.32161779978947,0,0,Rainy,302
2023-01-09 10:00:00,9.848861422838413,31.327413091739835,12.676452849358338,0,0,Cloudy,230
2023-01-09 11:00:00,31.956625655812378,49.41661314897247,1.2607402551421587,1,0,Cloudy,456
2023-01-09 12:00:00,23.1928717897877,59.318591424279944,22.19712362300791,0,0,Rainy,285
2023-01-09 13:00:00,5.27591154849889,76.22444506846759,27.542296565974517,0,1,Clear,77
2023-01-09 14:00:00,8.044146285980963,70.99772259639032,8.401119886514683,1,0,Cloudy,0
2023-01-09 15:00:00,24.905053073241675,56.7541623826049,25.750250303973626,0,1,Clear,343
2023-01-09 16:00:00,5.15184751538656,46.41759997689995,8.766546913856933,0,0,Cloudy,148
2023-01-09 17:00:00,9.824241542524959,89.82747000946267,27.323104849317456,0,0,Clear,0
2023-01-09 18:00:00,21.462013680997583,55.57087813415838,22.61885710790352,0,0,Rainy,280
2023-01-09 19:00:00,25.756855930780798,57.08322145978053,24.14720330524316,0,1,Clear,392
2023-01-09 20:00:00,24.558837785078016,39.81742927150015,0.540196668013635,0,1,Clear,655
2023-01-09 21:00:00,11.728079283816793,77.68857292499577,28.884310712220778,0,1,Cloudy,153
2023-01-09 22:00:00,26.365376640426074,71.62093354688932,21.800129762109698,0,1,Clear,335
2023-01-09 23:00:00,12.117472624904002,43.24617676732562,9.142532861584,0,1,Cloudy,271
2023-01-10 00:00:00,14.76199094477803,34.94286273695056,24.881839945765407,0,0,Clear,253
2023-01-10 01:00:00,27.394742153540726,70.82995812448279,8.445635952447898,0,1,Cloudy,453
2023-01-10 02:00:00,24.48898697141644,69.27067285686812,26.18261518698384,0,1,Clear,354
2023-01-10 03:00:00,30.47670231482534,46.39557161989256,3.3774117123581107,0,1,Clear,678
2023-01-10 04:00:00,24.7283867690103,87.05181373502462,21.110579323823874,0,1,Clear,312
2023-01-10 05:00:00,22.049258100064147,39.06347350685402,16.22095429934731,0,1,Clear,535
2023-01-10 06:00:00,7.810243034842774,55.940088062556114,2.896034105863224,0,1,Clear,245
2023-01-10 07:00:00,16.031474091783007,86.61695521005593,7.2568148477651695,0,1,Clear,116
2023-01-10 08:00:00,12.956071030451763,55.18363901556734,0.3721210883194437,0,1,Clear,308
2023-01-10 09:00:00,12.319689301372508,68.31155685984513,14.063038963935174,1,0,Clear,54
2023-01-10 10:00:00,34.190316642573364,53.855663877767654,9.037957822800012,0,1,Clear,614
2023-01-10 11:00:00,16.792931740002814,46.452912140920205,17.950724528932763,0,1,Cloudy,391
2023-01-10 12:00:00,31.761396655313398,89.0386588775897,8.917134231258515,0,1,Clear,389
2023-01-10 13:00:00,23.934158779917887,54.560040378902585,8.99757334520954,0,0,Clear,308
2023-01-10 14:00:00,28.844339106249453,83.64595222074807,22.2957959619481,0,1,Cloudy,341
2023-01-10 15:00:00,20.079112793155762,43.79727635346517,1.4442850793506035,0,1,Clear,493
2023-01-10 16:00:00,22.307116538790773,42.786282241505,27.086849855759617,0,1,Cloudy,407
2023-01-10 17:00:00,19.77553081456592,31.86804497307068,25.567916231735445,0,1,Clear,449
2023-01-10 18:00:00,10.857289633941335,69.10000952255311,20.034140496792194,0,0,Clear,10
2023-01-10 19:00:00,26.67356345784516,52.11158062342567,17.796647103221527,0,1,Clear,542
2023-01-10 20:00:00,13.423170873225674,81.86149499037822,26.769074944189565,0,0,Cloudy,0
2023-01-10 21:00:00,5.729478992943616,58.392594401493426,5.559905385861433,1,0,Cloudy,50
2023-01-10 22:00:00,24.364168877215036,88.09160567488331,2.3690748657248584,0,1,Clear,394
2023-01-10 23:00:00,10.313320382211469,41.13153094218727,7.185305097286143,0,1,Clear,323
2023-01-11 00:00:00,33.21375753058743,82.11739007733665,23.83734836100571,0,1,Rainy,366
2023-01-11 01:00:00,33.617857310077625,76.59581116750451,1.0401080017944997,0,1,Clear,414
2023-01-11 02:00:00,32.44593170661346,76.25531067864313,17.484205052504688,0,1,Clear,379
2023-01-11 03:00:00,16.10476100766333,80.68699368701326,29.8631254857393,0,1,Rainy,80
2023-01-11 04:00:00,5.463698495866023,75.66143945657993,25.670882815126184,0,1,Cloudy,96
2023-01-11 05:00:00,32.84955687763176,67.57321929788492,15.643370671307684,0,1,Clear,514
2023-01-11 06:00:00,17.84552444951943,37.87469266094325,1.9092272785992703,0,1,Cloudy,492
2023-01-11 07:00:00,33.999644571310085,31.951570769475115,24.941205431571294,0,0,Cloudy,464
2023-01-11 08:00:00,33.90859931267759,85.2508708689412,17.969355245316315,1,0,Clear,169
2023-01-11 09:00:00,30.590283664020802,66.99901887124429,3.4479899117870048,0,1,Clear,558
2023-01-11 10:00:00,13.833466762087571,77.79223745857058,2.815718544700686,0,1,Clear,224
2023-01-11 11:00:00,16.552931858057757,58.891341090753,27.28880458309777,0,0,Rainy,165
2023-01-11 12:00:00,30.534100145505708,37.03849133774367,20.076007888142353,0,1,Cloudy,641
2023-01-11 13:00:00,14.50766015468833,37.511147532153025,24.878603979502667,0,1,Clear,437
2023-01-11 14:00:00,10.084782400582775,71.13391723373829,26.36936700846802,0,0,Cloudy,5
2023-01-11 15:00:00,21.704037873750504,55.818353693967765,17.153170561449667,0,1,Clear,398
2023-01-11 16:00:00,33.08464322482343,42.0314836020202,15.523390552651238,0,1,Clear,649
2023-01-11 17:00:00,25.88089390024919,59.49567280448621,12.912822309629705,0,1,Clear,572
2023-01-11 18:00:00,22.101835102680948,33.85253622450804,9.508397633733578,0,1,Clear,429
2023-01-11 19:00:00,7.915294813123056,64.91828411486392,13.037878825761354,1,0,Cloudy,0
2023-01-11 20:00:00,23.45021680097509,46.13960426610586,23.216389671904693,0,0,Clear,346
2023-01-11 21:00:00,34.7016155031279,77.85354603823129,18.057702930453946,0,1,Cloudy,505
2023-01-11 22:00:00,9.202520457095721,48.621717535414426,26.77569869864538,0,1,Clear,182
2023-01-11 23:00:00,20.549889570912104,57.31320894490807,13.301400431375631,0,1,Clear,379
2023-01-12 00:00:00,31.321192157838663,30.697232394486036,18.212687361562622,0,1,Rainy,697
2023-01-12 01:00:00,27.223058532626133,34.34681326767353,18.93922659275966,0,1,Clear,735
2023-01-12 02:00:00,25.91047222985804,53.54961338440109,17.750914869189767,0,1,Clear,508
2023-01-12 03:00:00,26.07452251961328,58.796330083027414,21.07901319256549,0,0,Clear,291
2023-01-12 04:00:00,15.784734536592655,66.00123288715822,7.123004051244188,0,1,Cloudy,264
2023-01-12 05:00:00,13.807755327934801,47.499754722558194,15.370913326373719,0,1,Clear,301
2023-01-12 06:00:00,29.28083466435541,71.69891316759255,3.12674408425043,0,1,Clear,382
2023-01-12 07:00:00,29.30340184037542,81.60734383135228,11.535339829344377,0,1,Clear,380
2023-01-12 08:00:00,31.012169557403112,76.79105933360098,14.630012058637933,0,0,Clear,374
2023-01-12 09:00:00,32.39721657669414,32.37712952090143,19.566727786364176,0,1,Cloudy,602
2023-01-12 10:00:00,20.340271965828133,58.830416835469734,28.515931577586105,0,1,Clear,378
2023-01-12 11:00:00,20.045488840615988,36.29581070509049,18.019531996450677,0,1,Clear,490
2023-01-12 12:00:00,28.948855369003255,44.522700951751645,22.307817485296795,0,1,Clear,508
2023-01-12 13:00:00,24.498917923332954,89.19975559602878,15.187981784856083,0,1,Clear,269
2023-01-12 14:00:00,26.0590063177311,38.5497325740908,19.02312094128994,0,0,Rainy,521
2023-01-12 15:00:00,28.87378008308303,59.933289207081366,2.1279664840132027,0,1,Clear,564
2023-01-12 16:00:00,31.70016025452699,67.08934405908714,7.631747425255409,0,0,Rainy,418
2023-01-12 17:00:00,15.139854705546075,72.14789823264624,10.855592796154161,0,1,Clear,222
2023-01-12 18:00:00,16.26748857919832,63.578921009214845,14.174800650195408,1,0,Clear,87
2023-01-12 19:00:00,7.81945819522607,30.58625084515102,1.369462365071512,1,0,Cloudy,135
2023-01-12 20:00:00,22.34840422988522,49.58767849463951,4.20072292659953,0,1,Clear,369
2023-01-12 21:00:00,6.078268213902263,61.06269860308269,8.304429233739173,0,1,Cloudy,263
2023-01-12 22:00:00,18.967940543973803,35.27198994869,29.14598072703152,0,1,Rainy,428
2023-01-12 23:00:00,21.2793390412273,51.037615872550845,9.940410213091523,0,1,Clear,454
2023-01-13 00:00:00,13.596237563848533,31.992186527481994,14.461231743362475,1,0,Clear,198
2023-01-13 01:00:00,22.724997817070324,34.71470982930124,5.882931382151789,0,1,Cloudy,513
2023-01-13 02:00:00,5.915007498171483,53.815396572095764,18.32340213227305,0,1,Clear,155
